"","Chromosome","Start","End","Score","Strand","Phase","gene_short_name","Note","Cluster"
"39549","chr7",30508092,30510854,".","+",".","Medtr7g080250","thioredoxin","cluster2"
"40045","chr7",33953711,33956744,".","-",".","Medtr7g087190","GDSL-like lipase/acylhydrolase","cluster2"
"40149","chr7",34696408,34698124,".","+",".","Medtr7g088880","thylakoid lumenal 29.8 kDa protein","cluster2"
"40505","chr7",37286280,37287044,".","-",".","Medtr7g093735","transmembrane protein putative","cluster2"
"40577","chr7",37788673,37789393,".","+",".","Medtr7g094710","transmembrane protein putative","cluster2"
"41187","chr7",42273185,42275951,".","-",".","Medtr7g104330","purple acid phosphatase superfamily protein","cluster2"
"42915","chr8",5271618,5272987,".","-",".","Medtr8g015950","23-diketo-5-methylthio-1-phosphopentane phosphatase","cluster2"
"42931","chr8",5398602,5403013,".","+",".","Medtr8g016160","phospholipase D alpha","cluster2"
"44085","chr8",14701626,14705725,".","+",".","Medtr8g039540","aspartic proteinase nepenthesin-like protein","cluster2"
"45484","chr8",27967401,27968010,".","+",".","Medtr8g067020","hypothetical protein","cluster2"
"45486","chr8",27979484,27980141,".","+",".","Medtr8g067050","hypothetical protein","cluster2"
"45490","chr8",28024444,28024734,".","+",".","Medtr8g471040","hypothetical protein","cluster2"
"45493","chr8",28036790,28037170,".","+",".","Medtr8g471080","hypothetical protein","cluster2"
"46132","chr8",32867144,32867362,".","+",".","Medtr8g077420","MYB family transcription factor","cluster2"
"46133","chr8",32880205,32882073,".","+",".","Medtr8g077390","MYB family transcription factor","cluster2"
"46243","chr8",33758063,33760941,".","-",".","Medtr8g079120","methylesterase","cluster2"
"46315","chr8",34290333,34294781,".","+",".","Medtr8g079900","subtilisin-like serine protease","cluster2"
"46620","chr8",36333350,36335200,".","+",".","Medtr8g087820","cyclic phosphodiesterase-like protein","cluster2"
"46748","chr8",37258062,37259289,".","-",".","Medtr8g089585","methyltransferase domain protein","cluster2"
"46787","chr8",37468615,37469575,".","-",".","Medtr8g089830","hypothetical protein","cluster2"
"47589","chr8",43289352,43290567,".","-",".","Medtr8g102800","ethylene response factor","cluster2"
"48769","scaffold0082",52085,55515,".","-",".","Medtr0082s0260","cytochrome C biogenesis protein CcmFC protein","cluster2"
"48823","scaffold0094",41756,42174,".","-",".","Medtr0094s0110","ribosomal protein S10","cluster2"
"48824","scaffold0094",42624,43832,".","-",".","Medtr0094s0120","cytochrome C biogenesis protein B","cluster2"
"49201","scaffold0200",28552,31320,".","-",".","Medtr0200s0050","purple acid phosphatase family protein","cluster2"
"49763","scaffold0542",6926,7687,".","-",".","Medtr0542s0020","transmembrane protein putative","cluster2"
"49922","scaffold0703",5845,7647,".","+",".","Medtr0703s0020","hypothetical protein","cluster2"
"155","chr1",1149419,1151070,".","-",".","Medtr1g009030","plant/F12B17-70 protein","cluster3"
"238","chr1",1855016,1857884,".","+",".","Medtr1g010250","wall-associated receptor kinase-like protein putative","cluster3"
"267","chr1",2083698,2086776,".","+",".","Medtr1g011580","gibberellin 2-beta-dioxygenase","cluster3"
"416","chr1",3244912,3246508,".","-",".","Medtr1g013790","WRKY family transcription factor","cluster3"
"444","chr1",3478794,3481967,".","-",".","Medtr1g014670","histidine kinase cytokinin receptor","cluster3"
"468","chr1",3734089,3734958,".","-",".","Medtr1g015140","WRKY family transcription factor","cluster3"
"501","chr1",3997246,4003182,".","-",".","Medtr1g015700","chalcone-flavanone isomerase family protein","cluster3"
"598","chr1",4663975,4666392,".","-",".","Medtr1g017090","homeobox associated leucine zipper protein","cluster3"
"629","chr1",5034655,5035611,".","+",".","Medtr1g017700","phytosulfokine precursor protein","cluster3"
"635","chr1",5066497,5067776,".","+",".","Medtr1g017830","hypothetical protein","cluster3"
"636","chr1",5067896,5068474,".","+",".","Medtr1g017840","hypothetical protein","cluster3"
"644","chr1",5119140,5121604,".","+",".","Medtr1g017940","F-box protein","cluster3"
"671","chr1",5360731,5364929,".","+",".","Medtr1g418545","acyl-CoA-binding domain protein","cluster3"
"675","chr1",5390686,5392038,".","-",".","Medtr1g018580","3-oxo-delta(45)-steroid 5-beta-reductase-like protein","cluster3"
"676","chr1",5394224,5395861,".","-",".","Medtr1g018590","3-oxo-delta(45)-steroid 5-beta-reductase-like protein","cluster3"
"678","chr1",5399279,5402250,".","-",".","Medtr1g018610","3-oxo-delta(45)-steroid 5-beta-reductase-like protein","cluster3"
"727","chr1",5774038,5777522,".","+",".","Medtr1g019270","triacylglycerol lipase-like protein","cluster3"
"734","chr1",5822836,5825887,".","+",".","Medtr1g019360","cold regulated protein putative","cluster3"
"754","chr1",5935922,5936336,".","+",".","Medtr1g019600","EF-hand pair protein","cluster3"
"760","chr1",5954341,5955002,".","+",".","Medtr1g019660","EF-hand protein","cluster3"
"761","chr1",5960487,5961036,".","+",".","Medtr1g019670","EF hand protein","cluster3"
"766","chr1",5985758,5992743,".","-",".","Medtr1g019740","phosphatidic acid phosphohydrolase","cluster3"
"767","chr1",5998509,5999666,".","-",".","Medtr1g019750","BRI1 kinase inhibitor 1 putative","cluster3"
"783","chr1",6088051,6092381,".","-",".","Medtr1g019940","patatin-like phospholipase","cluster3"
"788","chr1",6119015,6129165,".","-",".","Medtr1g020000","calcineurin-like metallo-phosphoesterase superfamily protein","cluster3"
"804","chr1",6261121,6265384,".","+",".","Medtr1g021100","disease resistance protein (CC-NBS-LRR class) family protein","cluster3"
"845","chr1",6523344,6526374,".","+",".","Medtr1g021642","cysteine-rich receptor-kinase-like protein","cluster3"
"856","chr1",6622354,6624391,".","-",".","Medtr1g021845","LysM-domain receptor-like kinase","cluster3"
"894","chr1",6935146,6938822,".","-",".","Medtr1g022190","erythronate-4-phosphate dehydrogenase family protein","cluster3"
"900","chr1",6967614,6969410,".","+",".","Medtr1g022245","P-loop nucleoside triphosphate hydrolase superfamily protein","cluster3"
"917","chr1",7076378,7077932,".","+",".","Medtr1g022350","ubiquitin-protein ligase putative","cluster3"
"939","chr1",7221880,7223442,".","+",".","Medtr1g022490","hypothetical protein","cluster3"
"1055","chr1",8034809,8036000,".","-",".","Medtr1g025220","GASA/GAST/Snakin","cluster3"
"1057","chr1",8042165,8043284,".","-",".","Medtr1g025250","GASA/GAST/Snakin","cluster3"
"1062","chr1",8086924,8092881,".","+",".","Medtr1g025340","DUF668 family protein","cluster3"
"1104","chr1",8352878,8355066,".","+",".","Medtr1g025950","cinnamyl alcohol dehydrogenase-like protein","cluster3"
"1176","chr1",8920173,8925104,".","-",".","Medtr1g027030","stress-induced receptor-like kinase","cluster3"
"1178","chr1",8931485,8936674,".","-",".","Medtr1g027050","stress-induced receptor-like kinase","cluster3"
"1180","chr1",8941424,8946260,".","-",".","Medtr1g027070","stress-induced receptor-like kinase","cluster3"
"1181","chr1",8955613,8960288,".","-",".","Medtr1g027140","stress-induced receptor-like kinase","cluster3"
"1213","chr1",9199322,9203571,".","-",".","Medtr1g027640","wall-associated receptor kinase-like protein","cluster3"
"1260","chr1",9487950,9491291,".","-",".","Medtr1g028280","stress-induced receptor-like kinase putative","cluster3"
"1268","chr1",9544996,9551891,".","-",".","Medtr1g028370","cyclic nucleotide-gated ion channel-like protein","cluster3"
"1302","chr1",9871192,9873518,".","+",".","Medtr1g028960","glycolipid transfer protein (GLTP) family protein","cluster3"
"1342","chr1",10161428,10162813,".","+",".","Medtr1g029540","zeatin O-glucosyltransferase-like protein","cluster3"
"1347","chr1",10187403,10188286,".","+",".","Medtr1g029600","receptor-like kinase plant putative","cluster3"
"1417","chr1",10748884,10750482,".","-",".","Medtr1g030760","SMP-30/gluconolaconase/LRE-like region protein","cluster3"
"1462","chr1",11055446,11059491,".","-",".","Medtr1g031620","hypothetical protein","cluster3"
"1464","chr1",11069080,11071368,".","-",".","Medtr1g031650","calcium-dependent lipid-binding (CaLB domain) family protein","cluster3"
"1524","chr1",11546394,11547830,".","-",".","Medtr1g032490","limonoid UDP-glucosyltransferase-like protein","cluster3"
"1562","chr1",11878922,11883894,".","+",".","Medtr1g033080","pollen Ole e I family allergen","cluster3"
"1564","chr1",11890072,11892621,".","+",".","Medtr1g033100","pollen protein Ole E I-like protein","cluster3"
"1647","chr1",12457041,12457582,".","+",".","Medtr1g034270","hypothetical protein","cluster3"
"1648","chr1",12472985,12473573,".","+",".","Medtr1g034290","hypothetical protein","cluster3"
"1660","chr1",12544453,12555446,".","-",".","Medtr1g034450","pyridine nucleotide-disulfide oxidoreductase domain protein","cluster3"
"1753","chr1",13381789,13385298,".","-",".","Medtr1g036460","caffeic acid O-methyltransferase","cluster3"
"1755","chr1",13393164,13396256,".","-",".","Medtr1g036490","caffeic acid O-methyltransferase","cluster3"
"1756","chr1",13405715,13407848,".","-",".","Medtr1g036510","caffeic acid O-methyltransferase","cluster3"
"1872","chr1",14359165,14363372,".","-",".","Medtr1g038820","amino-terminal domain cyclin","cluster3"
"1927","chr1",14766871,14769914,".","-",".","Medtr1g040195","benzyl alcohol O-benzoyltransferase","cluster3"
"1928","chr1",14785861,14790239,".","-",".","Medtr1g040215","benzyl alcohol O-benzoyltransferase","cluster3"
"1946","chr1",14965347,14966757,".","+",".","Medtr1g040435","basic helix loop helix protein putative","cluster3"
"1952","chr1",15009292,15012620,".","+",".","Medtr1g040545","LRR receptor-like kinase family protein","cluster3"
"1999","chr1",15350137,15352576,".","+",".","Medtr1g041285","EF hand calcium-binding family protein","cluster3"
"2010","chr1",15448384,15449689,".","-",".","Medtr1g041390","chlorophyllase enzyme","cluster3"
"2024","chr1",15564924,15567717,".","-",".","Medtr1g041475","phosphatase 2C family protein","cluster3"
"2104","chr1",16126632,16128228,".","-",".","Medtr1g043050","myb-related transcription factor LBM1","cluster3"
"2117","chr1",16251768,16252550,".","-",".","Medtr1g043350","ethylene-responsive transcription factor 1B","cluster3"
"2130","chr1",16387564,16388597,".","+",".","Medtr1g041020","Wnt/FGF inhibitory regulator","cluster3"
"2131","chr1",16391328,16395911,".","+",".","Medtr1g043690","tyrosine kinase","cluster3"
"2155","chr1",16683481,16687605,".","-",".","Medtr1g044210","ethylene receptor","cluster3"
"2159","chr1",16789129,16789548,".","+",".","Medtr1g044470","transmembrane protein putative","cluster3"
"2211","chr1",17117606,17119422,".","-",".","Medtr1g045610","myb transcription factor","cluster3"
"2408","chr1",18652395,18653640,".","+",".","Medtr1g040430","ethylene response factor","cluster3"
"2599","chr1",20434765,20435283,".","+",".","Medtr1g051530","transmembrane protein putative","cluster3"
"2607","chr1",20520523,20522532,".","+",".","Medtr1g051645","F-box-like protein","cluster3"
"2616","chr1",20620478,20625654,".","+",".","Medtr1g051760","inactive purple acid phosphatase","cluster3"
"2694","chr1",21538163,21549370,".","+",".","Medtr1g052640","stress up-regulated Nod 19 protein","cluster3"
"2727","chr1",21941333,21941903,".","+",".","Medtr1g052885","calcium-binding EF-hand protein","cluster3"
"2923","chr1",24309570,24311139,".","+",".","Medtr1g055135","galactose oxidase","cluster3"
"2927","chr1",24339939,24341078,".","+",".","Medtr1g055165","F-box protein interaction domain protein","cluster3"
"2972","chr1",24709062,24712400,".","-",".","Medtr1g056550","syntaxin of plants 122 protein","cluster3"
"2988","chr1",24898555,24900354,".","+",".","Medtr1g056870","E3 ubiquitin-protein ligase PUB23-like protein","cluster3"
"2989","chr1",24906046,24907790,".","+",".","Medtr1g056880","E3 ubiquitin-protein ligase PUB23-like protein","cluster3"
"3119","chr1",26068301,26070163,".","+",".","Medtr1g059890","hypothetical protein","cluster3"
"3146","chr1",26274863,26277155,".","+",".","Medtr1g060360","purple acid phosphatase superfamily protein","cluster3"
"3153","chr1",26310591,26310947,".","-",".","Medtr1g060470","hypothetical protein","cluster3"
"3155","chr1",26327139,26330053,".","+",".","Medtr1g060500","GDSL-like lipase/acylhydrolase","cluster3"
"3247","chr1",27121978,27126198,".","+",".","Medtr1g062110","leucoanthocyanidin dioxygenase-like protein","cluster3"
"3254","chr1",27207364,27208237,".","-",".","Medtr1g062340","allergen Pru protein putative","cluster3"
"3255","chr1",27214735,27215602,".","-",".","Medtr1g062350","allergen Pru protein putative","cluster3"
"3257","chr1",27220618,27221548,".","-",".","Medtr1g062370","allergen Pru protein putative","cluster3"
"3270","chr1",27388450,27390478,".","-",".","Medtr1g062590","allergen Pru protein putative","cluster3"
"3275","chr1",27432301,27433418,".","-",".","Medtr1g062660","allergen Pru protein putative","cluster3"
"3383","chr1",28438090,28441411,".","-",".","Medtr1g064630","Serine/Threonine kinase stpk-V protein","cluster3"
"3396","chr1",28559518,28560800,".","+",".","Medtr1g066530","albumin-2 protein","cluster3"
"3455","chr1",29034432,29040060,".","+",".","Medtr1g067380","phosphatidic acid phosphohydrolase","cluster3"
"3474","chr1",29213057,29213587,".","+",".","Medtr1g067660","Cys2-His2 zinc finger transcription factor","cluster3"
"3489","chr1",29365940,29370061,".","+",".","Medtr1g068810","soluble inorganic pyrophosphatase","cluster3"
"3524","chr1",29632827,29633615,".","+",".","Medtr1g069070","hypothetical protein","cluster3"
"3647","chr1",30623384,30624421,".","-",".","Medtr1g069940","ethylene-responsive transcription factor 1B","cluster3"
"3648","chr1",30628970,30630008,".","-",".","Medtr1g069945","AP2 domain class transcription factor","cluster3"
"3651","chr1",30641535,30642361,".","+",".","Medtr1g069960","ethylene response factor","cluster3"
"3657","chr1",30689441,30690112,".","-",".","Medtr1g070015","ethylene-responsive transcription factor 1B","cluster3"
"3658","chr1",30697687,30699131,".","-",".","Medtr1g070020","ethylene-responsive transcription factor 1B","cluster3"
"3707","chr1",31178128,31192386,".","-",".","Medtr1g070400","myosin motor domain protein and Dil domain protein","cluster3"
"3874","chr1",32476277,32482648,".","+",".","Medtr1g073200","3-isopropylmalate dehydratase large subunit","cluster3"
"3913","chr1",32719579,32723928,".","-",".","Medtr1g073740","cellulose synthase-like protein D3","cluster3"
"3947","chr1",32986163,32986625,".","+",".","Medtr1g074230","AP2 domain class transcription factor","cluster3"
"3956","chr1",33042222,33043578,".","+",".","Medtr1g074370","ethylene-responsive transcription factor 1B","cluster3"
"3967","chr1",33117022,33121950,".","-",".","Medtr1g074950","sieve element occlusion protein","cluster3"
"3989","chr1",33286786,33290571,".","-",".","Medtr1g075230","sieve element occlusion protein","cluster3"
"3996","chr1",33356214,33356877,".","+",".","Medtr1g075340","inhibitor of trypsin and hageman factor-like protein","cluster3"
"4002","chr1",33399922,33400441,".","+",".","Medtr1g075410","inhibitor of trypsin and hageman factor-like protein","cluster3"
"4125","chr1",34342951,34344867,".","+",".","Medtr1g076940","isoflavone-7-O-methyltransferase","cluster3"
"4154","chr1",34561378,34565445,".","+",".","Medtr1g077460","plant/F9H3-4 protein","cluster3"
"4181","chr1",34785116,34788483,".","+",".","Medtr1g077840","OPT family oligopeptide transporter","cluster3"
"4186","chr1",34809215,34813563,".","+",".","Medtr1g077890","cystathionine beta-lyase/cystathionine gamma-synthase","cluster3"
"4199","chr1",34943166,34947205,".","+",".","Medtr1g078090","heavy metal transport/detoxification superfamily protein","cluster3"
"4261","chr1",35298476,35299176,".","-",".","Medtr1g079465","hypothetical protein","cluster3"
"4262","chr1",35299574,35303082,".","-",".","Medtr1g079470","hypothetical protein","cluster3"
