Gene_ID,R_stat,R_padj,M_stat,M_padj,I_stat,I_padj,Category
Medtr1g100787,66.3251,0,0.5026,0.709,0.0573,0.998,R only
Medtr1g100980,10.5381,0.0141,2.9295,0.2434,0.4725,0.9885,R only
Medtr1g101015,9.6258,0.0214,5.4602,0.0829,0.0569,NA,R only
Medtr1g101020,18.8002,0.0003,3.3037,0.208,0.0004,0.9996,R only
Medtr1g101500,65.585,0,0.6615,0.6571,0.2664,0.9978,R only
Medtr1g101630,11.6361,0.0085,0.5042,0.7086,0.1412,0.998,R only
Medtr1g102500,10.7637,0.0128,0.0132,0.9615,0.1794,NA,R only
Medtr1g102840,10.5866,0.0138,3.4338,0.1969,7.2174,0.3997,R only
Medtr1g103050,47.1584,0,0.5618,0.689,0.5198,0.9858,R only
Medtr1g103160,13.9076,0.0029,0.9936,0.5636,0.4817,0.988,R only
Medtr1g103290,7.6958,0.0499,0.002,0.9863,1.265,0.9306,R only
Medtr1g104550,8.0818,0.0424,5.5515,0.0799,0.7821,0.9694,R only
Medtr1g104610,12.4304,0.0058,4.0919,0.148,2.2891,0.8404,R only
Medtr1g104700,27.5297,0,0.5666,0.6874,0.906,NA,R only
Medtr1g104780,62.2803,0,1.7987,0.3946,0.0285,0.9996,R only
Medtr1g104890,13.8267,0.003,0.0169,0.9569,3.0118,0.7647,R only
Medtr1g104990,22.2812,0,0.2472,NA,0.0275,NA,R only
Medtr1g105010,20.2582,0.0001,0,0.9981,0.4073,NA,R only
Medtr1g105040,20.0581,0.0001,0.0008,NA,0.0008,NA,R only
Medtr1g105075,20.1833,0.0001,2.0359,0.3563,1.2521,0.9306,R only
Medtr1g105360,9.6802,0.0209,3.7633,0.1716,0.6076,0.9786,R only
Medtr1g105755,11.3272,0.0098,0.0138,0.9607,3.1709,0.7508,R only
Medtr1g105785,8.886,0.0298,2.3107,0.3172,0.1002,0.998,R only
Medtr1g106080,22.189,0,0.1376,0.8668,0.3113,NA,R only
Medtr1g106095,7.8295,0.0472,0.7001,0.6454,1.3715,0.9256,R only
Medtr1g106735,10.0219,0.0179,1.6886,0.4136,0.0897,0.998,R only
Medtr1g106940,17.0298,0.0006,2.1919,0.3336,0.3414,0.9912,R only
Medtr1g108650,11.1711,0.0105,0.9979,0.5625,0.2806,0.9955,R only
Medtr1g108800,8.3437,0.0379,5.7205,0.0742,1.5227,0.9092,R only
Medtr1g109620,7.8362,0.047,0.6725,0.6539,0.0659,0.998,R only
Medtr1g109650,39.6999,0,0.5,0.7097,0,NA,R only
Medtr1g110090,9.3148,0.0245,0.0786,0.9018,0.1009,0.998,R only
Medtr1g110110,10.0078,0.018,0.0796,0.9011,0.9946,0.9516,R only
Medtr1g110280,15.7301,0.0012,3.9404,0.1586,0.301,0.9934,R only
Medtr1g110510,19.4378,0.0002,4.4179,0.1289,7.4685,0.3897,R only
Medtr1g110740,28.4763,0,0.0278,NA,0.6157,NA,R only
Medtr1g110790,38.5872,0,0.0255,0.9458,1.3539,NA,R only
Medtr1g111240,10.2109,0.0165,0.1361,0.8677,2.3887,0.8275,R only
Medtr1g111640,13.8839,0.0029,3.1639,0.2206,0.1921,NA,R only
Medtr1g112370,21.3537,0.0001,0.1187,0.8767,0.0539,0.998,R only
Medtr1g112660,9.0188,0.0281,0.3532,0.766,0.1166,0.998,R only
Medtr1g112730,11.2894,0.01,1.4444,0.4604,1.274,0.9306,R only
Medtr1g112980,8.9143,0.0295,3.4197,0.1981,0.1223,0.998,R only
Medtr1g113720,9.6535,0.0211,2.0766,0.3501,0.3687,0.9907,R only
Medtr1g114010,7.9574,0.0446,2.2036,0.3322,1.4994,0.9121,R only
Medtr1g115375,10.4693,0.0146,4.4558,0.1268,0.6278,0.9777,R only
Medtr1g115435,96.1747,0,0.0473,0.9252,0.0045,NA,R only
Medtr1g115440,25.7026,0,0.4156,NA,2.1747,NA,R only
Medtr1g115790,15.8047,0.0012,4.5901,0.12,0.0491,0.998,R only
Medtr1g116370,8.8516,0.0302,0.0826,0.8992,0.0246,0.9996,R only
Medtr1g116520,12.1648,0.0066,0.0814,0.8998,1.665,0.8999,R only
Medtr1g116820,8.3675,0.0376,2.6224,0.2781,0.0975,0.998,R only
Medtr1g116930,265.8912,0,0.2081,0.8292,1.5481,0.9065,R only
Medtr1g418505,23.5084,0,6.2901,0.0586,0.9286,0.9598,R only
Medtr1g492760,130.8091,0,1.6902,0.4133,0.6497,0.9764,R only
Medtr1g492930,45.0357,0,0.1104,0.8817,0.2478,0.998,R only
Medtr1g492950,21.2728,0.0001,0,0.9984,1.6472,0.9007,R only
Medtr2125s0010,107.6376,0,0.0006,0.9923,0.0163,0.9996,R only
Medtr2g005240,8.7404,0.0318,0.2045,0.831,0.0015,0.9996,R only
Medtr2g005410,36.5515,0,0.8493,0.6023,2.2532,NA,R only
Medtr2g005700,10.2955,0.0158,0.9293,0.5809,0.1041,0.998,R only
Medtr2g005840,12.0182,0.0071,3.2838,0.2098,0.0104,0.9996,R only
Medtr2g007030,18.8627,0.0003,0.1342,0.8687,0.7183,0.9748,R only
Medtr2g007210,78.663,0,5.3476,0.0868,14.0631,0.0598,R only
Medtr2g007340,8.4472,0.0363,5.7678,0.0727,0.2479,0.998,R only
Medtr2g007510,8.5822,0.0341,0.6405,0.6636,0.0321,0.9993,R only
Medtr2g007530,12.025,0.0071,0.0371,0.9345,0.0864,NA,R only
Medtr2g007770,8.6193,0.0336,2.9152,0.245,0.1079,0.998,R only
Medtr2g007880,39.466,0,1.7954,0.395,0.2799,0.9955,R only
Medtr2g007990,38.7682,0,1.4034,0.4688,0.4941,0.988,R only
Medtr2g008050,12.6062,0.0054,0.5067,0.7077,0.1245,0.998,R only
Medtr2g008360,12.4331,0.0058,0.0822,0.8995,0.0914,0.998,R only
Medtr2g008880,25.4158,0,2.6513,0.2748,0.3897,NA,R only
Medtr2g008910,116.9109,0,0.3341,0.7742,0.0027,NA,R only
Medtr2g009670,8.143,0.0413,0.8289,0.6077,0.4442,NA,R only
Medtr2g010510,12.5946,0.0054,0.6028,0.6756,0.0294,0.9996,R only
Medtr2g010860,14.5032,0.0022,1.3693,0.4758,0.0842,0.998,R only
Medtr2g012390,86.1029,0,0.267,0.8032,0.2205,NA,R only
Medtr2g012800,19.7193,0.0002,1.1266,0.5309,0.2654,NA,R only
Medtr2g013450,16.6669,0.0008,2.271,0.3226,0.8485,0.9633,R only
Medtr2g013640,9.0592,0.0276,0.1399,0.8658,1.4678,0.9165,R only
Medtr2g014460,8.3043,0.0385,2.4805,0.2955,0.2042,0.998,R only
Medtr2g015080,7.9031,0.0456,1.526,0.4445,0.0188,0.9996,R only
Medtr2g015430,17.5063,0.0005,1.7353,0.4056,0.475,0.9883,R only
Medtr2g015470,255.0147,0,1.1598,0.5232,0.5226,0.9858,R only
Medtr2g015480,56.4722,0,0.2083,0.8291,0.0482,0.998,R only
Medtr2g015590,9.7047,0.0207,5.9822,0.0665,1.2302,0.9319,R only
Medtr2g015630,14.548,0.0021,0.8211,0.6098,0.4777,NA,R only
Medtr2g016190,18.0465,0.0004,0.496,0.7104,1.3212,0.9288,R only
Medtr2g016200,14.0499,0.0027,2.1738,0.3361,4.6101,0.6069,R only
Medtr2g016230,30.9138,0,0.0222,0.9498,0.1275,0.998,R only
Medtr2g016490,13.3751,0.0037,2.1016,0.3464,0.9786,0.9538,R only
Medtr2g017480,9.321,0.0245,1.7655,0.4004,2.2519,0.8431,R only
Medtr2g017875,18.1222,0.0004,4.3256,0.1343,0.0263,NA,R only
Medtr2g017890,10.0325,0.0178,4.911,0.1046,1.1921,NA,R only
Medtr2g018125,8.9252,0.0293,2.9739,0.2388,0.2323,0.998,R only
Medtr2g019320,8.9164,0.0294,0.0567,0.9181,0.1979,NA,R only
Medtr2g019450,33.8344,0,1.0859,0.5407,1.7116,NA,R only
Medtr2g019630,8.5032,0.0354,5.0548,0.0984,0.1638,0.998,R only
Medtr2g019750,28.0784,0,1.5607,0.4373,1.7004,NA,R only
Medtr2g020060,16.2337,0.0009,0.1016,0.8865,0.1989,NA,R only
Medtr2g020590,16.4025,0.0009,0.8422,0.604,0.4928,0.988,R only
Medtr2g020750,19.1991,0.0002,0.2529,0.8089,0.9318,0.9598,R only
Medtr2g020760,18.8466,0.0003,0.2034,0.8315,0.7157,0.9748,R only
Medtr2g020860,7.9934,0.0439,2.5875,0.2824,2.0185,0.8632,R only
Medtr2g020970,14.176,0.0025,0.729,0.6364,0.0159,0.9996,R only
Medtr2g020990,67.301,0,0.2846,0.7951,0.3398,0.9912,R only
Medtr2g021255,55.359,0,6.0097,0.0659,0,0.9999,R only
Medtr2g021340,15.2084,0.0015,1.2273,0.5072,0.6117,0.9786,R only
Medtr2g021720,7.9172,0.0453,1.866,0.3834,0.538,0.9848,R only
Medtr2g022120,10.0906,0.0174,0.1307,NA,0.0277,NA,R only
Medtr2g022700,10.1693,0.0168,0.0478,0.9247,2.1486,0.8555,R only
Medtr2g022740,239.5672,0,0.1198,0.8761,0.219,0.998,R only
Medtr2g022780,9.9255,0.0187,3.232,0.2143,7.2735,0.3979,R only
Medtr2g022950,11.6992,0.0082,0.7465,0.631,0.0007,0.9996,R only
Medtr2g023850,9.4186,0.0235,1.7869,0.3965,2.7011,0.8002,R only
Medtr2g023910,45.8724,0,1.2437,0.5035,0.0328,0.9993,R only
Medtr2g024140,28.9366,0,1.0144,0.5585,0.152,NA,R only
Medtr2g026080,8.0194,0.0435,4.673,0.1159,3.2452,0.743,R only
Medtr2g026715,14.2014,0.0025,0.5636,0.6884,0.3156,0.993,R only
Medtr2g027700,80.0253,0,0.0849,0.8974,0.1859,NA,R only
Medtr2g028350,17.6842,0.0005,0.5588,0.6901,0.8013,NA,R only
Medtr2g028460,24.7245,0,0.0074,NA,0.0032,NA,R only
Medtr2g029010,30.5436,0,0.196,0.835,0.0369,NA,R only
Medtr2g029180,10.1413,0.017,0.1448,0.8628,1.6295,0.9018,R only
Medtr2g029910,8.8731,0.03,0.3387,0.7726,0.0264,0.9996,R only
Medtr2g030470,299.5321,0,0.0155,0.9586,0.2873,0.9955,R only
Medtr2g031750,154.2213,0,0.3039,0.7863,1.9676,0.8676,R only
Medtr2g032030,7.8849,0.046,0.8946,0.5897,2.5982,0.8084,R only
Medtr2g032560,8.7424,0.0317,0.5756,NA,0.2053,NA,R only
Medtr2g032735,50.6306,0,0.0377,0.9339,0.0002,NA,R only
Medtr2g032770,222.8616,0,0.1867,0.8393,0.0066,0.9996,R only
Medtr2g033930,12.3299,0.0061,0.1245,0.8735,0.0614,NA,R only
Medtr2g034200,32.0628,0,0.7767,0.6224,2.4676,NA,R only
Medtr2g035150,8.681,0.0326,2.8395,0.253,0.0513,0.998,R only
Medtr2g035190,15.042,0.0017,6.4252,0.0555,4.3871,0.6326,R only
Medtr2g035405,15.8899,0.0011,5.2022,0.0923,0.0043,0.9996,R only
Medtr2g035430,8.9548,0.0289,6.2704,0.059,0.477,0.9882,R only
Medtr2g035740,69.392,0,1.4163,0.4663,0.5158,NA,R only
Medtr2g035755,46.8349,0,0.8163,0.6113,1.0801,NA,R only
Medtr2g035820,12.0602,0.0069,0.6296,0.667,0.0173,0.9996,R only
Medtr2g036120,15.4659,0.0014,0.0067,0.9734,0.1091,NA,R only
Medtr2g036860,19.0469,0.0002,2.6782,0.2715,0.4841,0.988,R only
Medtr2g037850,8.9832,0.0285,4.7451,0.1122,1.7102,0.8939,R only
Medtr2g038040,8.1145,0.0418,3.9807,0.1556,0.0912,0.998,R only
Medtr2g038220,7.7024,0.0498,3.6505,0.1798,8.0127,NA,R only
Medtr2g038260,19.4974,0.0002,0.2755,NA,0.7691,NA,R only
Medtr2g038310,12.6603,0.0053,2.6987,0.2691,0.0289,0.9996,R only
Medtr2g038380,8.6325,0.0334,3.6444,0.1802,3.9846,0.6722,R only
Medtr2g038410,41.69,0,4.4132,0.1292,0.0685,0.998,R only
Medtr2g038720,7.8344,0.0471,0.1781,NA,0.7948,NA,R only
Medtr2g038760,15.226,0.0015,0.3528,NA,0.3525,NA,R only
Medtr2g039235,57.8574,0,0.1173,0.8772,1.2877,NA,R only
Medtr2g039280,57.3851,0,0.2114,0.8279,0.4773,NA,R only
Medtr2g039410,29.9582,0,0.7961,0.6168,4.8603,0.6014,R only
Medtr2g039620,9.8837,0.0191,0.2176,0.8251,1.478,0.9165,R only
Medtr2g039940,10.2836,0.0159,0.5845,0.6817,0.3541,0.9911,R only
Medtr2g040510,12.2401,0.0064,0.2511,0.8093,0.0084,0.9996,R only
Medtr2g041100,43.6457,0,0.4856,0.7146,0.0482,NA,R only
Medtr2g041190,8.2856,0.0387,0.0594,0.9162,0.6431,0.9772,R only
Medtr2g041380,110.2768,0,1.9539,0.3694,2.5328,0.8127,R only
Medtr2g041540,49.2438,0,1.0731,0.5444,0.021,NA,R only
Medtr2g042420,34.6135,0,0.335,0.7738,0.2306,0.998,R only
Medtr2g042440,9.4283,0.0234,5.7862,0.0721,0.1293,0.998,R only
Medtr2g042460,78.7444,0,0.0088,0.9696,0.0025,NA,R only
Medtr2g042470,282.5093,0,0.0729,0.906,0.2144,0.998,R only
Medtr2g042480,290.514,0,0.0305,0.9405,0.0584,0.998,R only
Medtr2g042510,224.2207,0,0.0249,0.9466,0.0026,0.9996,R only
Medtr2g042520,288.5387,0,0.2506,0.8096,0.3865,0.9907,R only
Medtr2g043880,241.3418,0,0.4194,0.7391,0.8526,0.9627,R only
Medtr2g043890,107.9376,0,0.1258,0.8727,0.1593,NA,R only
Medtr2g044330,123.5512,0,0.0027,0.9836,0.059,0.998,R only
Medtr2g044350,124.1377,0,0.015,0.9592,0.6009,0.9786,R only
Medtr2g044580,8.486,0.0357,0.2089,0.829,0.4114,0.9907,R only
Medtr2g044720,126.7588,0,0.1668,0.8508,3.9261,0.6793,R only
Medtr2g044740,26.2964,0,0.1922,0.8366,1.7084,NA,R only
Medtr2g045140,8.7249,0.032,4.2593,0.138,0.8348,0.9636,R only
Medtr2g045290,186.7711,0,0.3121,0.7831,0.0012,0.9996,R only
Medtr2g045360,14.5849,0.0021,1.505,0.4488,0.0151,0.9996,R only
Medtr2g046590,99.5434,0,0.324,0.7785,0.0003,NA,R only
Medtr2g046630,204.3926,0,0.0572,0.9178,0.0001,0.9999,R only
Medtr2g046640,36.9828,0,0.5459,0.6944,0.0271,NA,R only
Medtr2g046650,20.3716,0.0001,0.0408,NA,0.0001,NA,R only
Medtr2g046660,176.1881,0,0.0916,0.8927,0.5702,0.9811,R only
Medtr2g046670,34.9302,0,0.2171,0.8253,0.0039,NA,R only
Medtr2g046680,252.7691,0,0.2338,0.8172,0.882,0.9617,R only
Medtr2g047070,118.9409,0,0.0355,0.9357,0.0045,0.9996,R only
Medtr2g047080,161.7068,0,0.2826,0.7961,3.427,0.7316,R only
Medtr2g048150,17.4913,0.0005,0.7476,NA,0.0349,NA,R only
Medtr2g048203,84.8673,0,0.7381,0.6336,0.053,0.998,R only
Medtr2g048845,21.3895,0.0001,0.7627,0.6261,0.5657,NA,R only
Medtr2g048870,81.0911,0,0.2132,0.8269,0.002,NA,R only
Medtr2g048885,96.6814,0,0.0895,0.8941,0.8988,NA,R only
Medtr2g049330,8.5441,0.0347,1.7803,0.3976,0.6831,0.9754,R only
Medtr2g049410,9.671,0.0209,1.5558,0.4383,2.473,0.8185,R only
Medtr2g049575,96.9923,0,0.1153,0.8783,0.0005,NA,R only
Medtr2g049945,92.5751,0,1.8069,0.3933,0.014,NA,R only
Medtr2g049960,75.3468,0,0.0394,0.9321,1.6711,NA,R only
Medtr2g049990,9.1568,0.0264,2.0671,0.3513,0.1774,0.998,R only
Medtr2g050060,111.6567,0,0.2053,0.8306,0.8047,NA,R only
Medtr2g050260,114.7965,0,0.0347,0.9365,0.9241,0.9598,R only
Medtr2g050270,16.0649,0.001,0.0238,0.9483,0.0078,NA,R only
Medtr2g054220,26.3042,0,1.108,NA,0.0671,NA,R only
Medtr2g054250,188.4737,0,0.0006,0.9922,0.6427,0.9772,R only
Medtr2g054370,11.984,0.0072,0.9708,0.5692,0.0161,0.9996,R only
Medtr2g054490,82.0971,0,0.0277,0.9437,0.1884,NA,R only
Medtr2g054830,63.5908,0,0.0389,0.9326,0.8603,NA,R only
Medtr2g054840,53.9912,0,0.0006,0.9926,0.2562,0.998,R only
Medtr2g055740,80.2556,0,0.0519,0.9215,0.0064,NA,R only
Medtr2g056090,88.094,0,0.1269,0.8725,0.5256,NA,R only
Medtr2g058470,16.51,0.0008,6.202,0.0608,0,0.9999,R only
Medtr2g058625,39.2468,0,0.6338,0.6654,0.5505,NA,R only
Medtr2g059035,112.8616,0,0.1394,0.8659,0.8029,0.9661,R only
Medtr2g059060,8.8357,0.0304,0.8415,0.6041,0.7906,0.9677,R only
Medtr2g060950,102.0036,0,0.0169,0.9569,0.0002,NA,R only
Medtr2g060960,109.5325,0,0.1644,0.8519,0.8637,0.9621,R only
Medtr2g061230,15.4067,0.0014,2.8374,0.2531,0.0015,0.9996,R only
Medtr2g062470,89.5653,0,0.1477,0.8613,0.0758,NA,R only
Medtr2g062640,16.9971,0.0006,1.9416,0.3715,0.574,0.9806,R only
Medtr2g062900,112.2259,0,0.6578,0.6582,0.0099,NA,R only
Medtr2g063130,130.8287,0,0.1033,0.8854,0.0776,0.998,R only
Medtr2g063470,153.4227,0,0.2969,0.7893,0.0009,NA,R only
Medtr2g064950,8.4959,0.0355,0.0741,0.9051,0.5576,0.9825,R only
Medtr2g065720,58.9914,0,2.3724,0.3094,1.0815,NA,R only
Medtr2g066200,68.1952,0,0.0001,0.997,0.0863,0.998,R only
Medtr2g066205,27.9072,0,0.0005,0.9926,0.0018,NA,R only
Medtr2g066235,209.4746,0,0.5768,0.684,0.0051,0.9996,R only
Medtr2g066255,81.3179,0,0.0132,0.9615,0.0002,NA,R only
Medtr2g067960,23.5621,0,0.2259,NA,2.2988,NA,R only
Medtr2g067970,53.6264,0,5.6891,0.0752,0.1533,NA,R only
Medtr2g067990,19.1265,0.0002,1.4594,0.4574,0.0133,NA,R only
Medtr2g068030,15.3681,0.0014,0.2347,0.8167,0.1827,0.998,R only
Medtr2g068650,19.7743,0.0002,0.0037,0.9804,1.0197,0.9516,R only
Medtr2g068655,138.6576,0,0.4758,0.7185,0.0559,0.998,R only
Medtr2g068760,27.6082,0,1.5149,0.4467,5.6489,0.5336,R only
Medtr2g069020,7.8072,0.0476,4.228,0.1397,0.4308,0.9907,R only
Medtr2g069245,154.4812,0,0.5447,0.6949,2.6886,0.8008,R only
Medtr2g069273,200.0375,0,0.292,0.7917,0.0035,0.9996,R only
Medtr2g069283,142.5797,0,0.0001,0.997,0.4658,0.9893,R only
Medtr2g069410,8.3485,0.0378,4.1909,0.1419,0.1264,NA,R only
Medtr2g070030,151.2417,0,0.1841,0.8406,0.7857,NA,R only
Medtr2g070200,9.8529,0.0193,5.001,0.1006,2.1744,0.8551,R only
Medtr2g070540,25.1591,0,0.4662,0.7219,0.1105,0.998,R only
Medtr2g070670,134.7142,0,0.0104,0.9668,1.0782,NA,R only
Medtr2g070730,93.4475,0,0.2077,0.8296,0.1348,0.998,R only
Medtr2g070770,132.1697,0,-0.0001,1,0.6743,NA,R only
Medtr2g070780,69.4855,0,0.1358,0.8678,0.8398,NA,R only
Medtr2g070870,8.5722,0.0343,0.2405,0.814,2.5982,0.8084,R only
Medtr2g072120,18.7206,0.0003,0.0986,NA,0.0014,NA,R only
Medtr2g072130,212.2227,0,0.008,0.9705,0.0021,0.9996,R only
Medtr2g072150,11.0006,0.0114,2.6467,0.2754,6.3008,0.4785,R only
Medtr2g072250,7.8577,0.0466,2.0195,NA,0.3747,NA,R only
Medtr2g072560,11.5762,0.0087,0.2378,0.8151,0.9068,NA,R only
Medtr2g072650,150.5767,0,0.0142,0.9602,0.0004,NA,R only
Medtr2g072660,78.6073,0,0.0591,0.9163,0.007,NA,R only
Medtr2g072670,82.2717,0,0.0007,0.9921,2.6967,0.8002,R only
Medtr2g072690,78.1907,0,0.0326,0.9388,0.0112,0.9996,R only
Medtr2g072780,156.6329,0,0.1071,0.8836,0.0078,0.9996,R only
Medtr2g072840,9.7021,0.0207,0.423,0.7379,2.7774,0.797,R only
Medtr2g073080,12.9217,0.0046,1.0985,0.5377,0.1224,0.998,R only
Medtr2g073090,101.2445,0,0.1128,0.8799,0.8148,0.9649,R only
Medtr2g073100,97.6619,0,0.0811,0.9001,0.8917,0.9599,R only
Medtr2g073110,144.9156,0,0.2585,0.8065,0.0013,0.9996,R only
Medtr2g073170,120.5807,0,0.0018,0.9869,0.064,0.998,R only
Medtr2g073300,64.1119,0,0.4749,0.7186,0.007,NA,R only
Medtr2g073310,43.5393,0,0.0161,0.958,0.0001,NA,R only
Medtr2g073340,49.7186,0,0.073,0.906,0.0101,NA,R only
Medtr2g073390,27.3494,0,0.4434,0.7306,0.0134,NA,R only
Medtr2g073670,281.1003,0,0.1589,0.8546,0.3244,0.993,R only
Medtr2g075010,18.5244,0.0003,3.1822,0.2187,0.0078,0.9996,R only
Medtr2g075085,102.3219,0,0.0437,0.9281,0.0001,NA,R only
Medtr2g075250,17.2178,0.0006,0.637,0.6645,1.2453,0.9306,R only
Medtr2g075540,9.4623,0.0231,0.0003,0.9946,0.6146,0.9786,R only
Medtr2g075550,8.4744,0.0359,0.1188,0.8765,0.365,0.9907,R only
Medtr2g075570,8.6015,0.0338,0.0781,0.9022,0.0047,0.9996,R only
Medtr2g075590,10.6906,0.0132,0.9002,0.5883,2.8196,0.7917,R only
Medtr2g075790,93.2057,0,0.055,0.9197,0.0371,NA,R only
Medtr2g076010,143.9957,0,0.4874,0.7138,1.5119,0.9097,R only
Medtr2g076070,12.5454,0.0055,0.7241,0.6379,1.3172,0.9289,R only
Medtr2g078040,8.75,0.0316,5.8932,0.0691,0.0053,0.9996,R only
Medtr2g078350,12.9339,0.0046,0.2698,0.8018,0.3735,0.9907,R only
Medtr2g078920,8.3643,0.0376,0.0178,0.9558,4.9619,0.5939,R only
Medtr2g078990,8.8356,0.0304,5.7977,0.0718,3.1353,0.7519,R only
Medtr2g079180,211.0553,0,0.0015,0.9876,0.0237,0.9996,R only
Medtr2g079360,32.7488,0,3.3603,0.2031,1.128,0.9408,R only
Medtr2g079380,154.4154,0,0.1933,0.8361,0.7729,0.9713,R only
Medtr2g079400,227.3388,0,0.057,0.9179,3.3255,0.7387,R only
Medtr2g079470,76.4151,0,0.3497,0.7675,0.1675,0.998,R only
Medtr2g079500,14.9225,0.0018,0.0261,0.9454,0.237,0.998,R only
Medtr2g079810,11.4457,0.0093,0.6495,0.6606,1.0107,0.9516,R only
Medtr2g080180,120.4981,0,0.0195,0.9539,1.6707,0.8982,R only
Medtr2g080230,7.8057,0.0476,0.5243,0.7022,0.003,0.9996,R only
Medtr2g081810,7.784,0.048,0.1601,0.8545,5.4326,0.5583,R only
Medtr2g082880,13.9309,0.0029,0.0002,0.9954,0.783,0.9691,R only
Medtr2g083280,130.9124,0,0.7851,0.6201,3.3581,NA,R only
Medtr2g083290,40.5183,0,0.1389,0.8663,0.0011,NA,R only
Medtr2g083870,9.4794,0.0229,0.2666,0.8032,5.5186,0.5527,R only
Medtr2g084200,20.0994,0.0001,0.22,0.8241,1.3795,NA,R only
Medtr2g084540,10.9295,0.0118,0.0001,0.9978,1.8075,0.878,R only
Medtr2g084610,11.3165,0.0098,6.2562,0.0593,0.1785,0.998,R only
Medtr2g084725,107.915,0,0.0002,0.995,0.6569,NA,R only
Medtr2g084745,90.8411,0,0.0112,0.9649,1.4083,0.9233,R only
Medtr2g084825,139.1253,0,0.0299,0.9411,0.7159,NA,R only
Medtr2g084915,200.1904,0,0.3145,0.782,0.8234,0.9642,R only
Medtr2g085065,57.3372,0,1.8866,0.3801,0.5663,0.9818,R only
Medtr2g086070,7.9564,0.0446,0.5965,0.6773,0.571,0.9811,R only
Medtr2g086270,7.7552,0.0487,1.1802,0.5179,0.2907,NA,R only
Medtr2g086390,13.3622,0.0037,4.0355,0.1518,0.0711,NA,R only
Medtr2g086680,12.3032,0.0062,1.0102,0.5596,0.4933,0.988,R only
Medtr2g086690,16.0152,0.001,2.2111,0.3311,1.008,0.9516,R only
Medtr2g087285,148.9107,0,0.0301,0.9408,1.4032,0.9233,R only
Medtr2g087292,28.4711,0,0.3191,0.7803,0.0079,NA,R only
Medtr2g087830,107.9089,0,0.0005,0.9929,0.0075,0.9996,R only
Medtr2g088060,10.0398,0.0178,2.3236,0.3157,0.1993,NA,R only
Medtr2g089050,10.3442,0.0155,4.4173,0.1289,0.2778,0.9955,R only
Medtr2g089120,13.8107,0.003,0.7717,0.6236,0.1064,0.998,R only
Medtr2g089350,10.5565,0.014,0.0003,0.9946,3.3877,0.7319,R only
Medtr2g090245,13.9927,0.0028,2.5196,0.2906,0.1689,0.998,R only
Medtr2g090270,14.422,0.0023,1.3421,0.4813,1.4209,NA,R only
Medtr2g090425,10.3938,0.0151,1.1513,NA,0.1947,NA,R only
Medtr2g090580,211.6752,0,0.4779,0.7176,0.841,0.9636,R only
Medtr2g090605,110.5243,0,4.602,0.1194,0.7578,0.973,R only
Medtr2g090865,19.3524,0.0002,1.3303,0.4835,0.0515,0.998,R only
Medtr2g091025,44.5921,0,1.8609,0.3843,0.0681,NA,R only
Medtr2g091120,25.0824,0,0.0019,0.9867,0.0011,NA,R only
Medtr2g091125,11.7491,0.008,2.1839,0.3346,3.6664,NA,R only
Medtr2g091155,12.266,0.0063,3.2901,0.2092,0.0572,NA,R only
Medtr2g091290,114.7113,0,0.4884,0.7133,0.4104,0.9907,R only
Medtr2g093050,14.9904,0.0017,0.0906,0.8932,1.0536,NA,R only
Medtr2g094170,62.2249,0,0.094,0.8913,0.0234,0.9996,R only
Medtr2g094410,8.7474,0.0317,4.4669,0.1261,1.3917,0.9241,R only
Medtr2g095290,11.4197,0.0094,2.2586,0.3245,1.2121,0.9346,R only
Medtr2g095520,11.4663,0.0092,0.921,0.5831,2.0841,0.8595,R only
Medtr2g095800,9.5215,0.0224,0.1176,0.8771,1.15,0.9401,R only
Medtr2g096010,22.4691,0,0.0002,0.9959,0.1206,0.998,R only
Medtr2g096740,8.7181,0.0321,0.3545,0.7654,0.7531,0.9732,R only
Medtr2g096780,15.5103,0.0013,0.6151,0.6717,1.674,NA,R only
Medtr2g096960,17.9289,0.0004,0.1596,NA,0.0004,NA,R only
Medtr2g097680,8.0698,0.0426,0.0028,0.9835,0.7853,0.9688,R only
Medtr2g097950,10.1287,0.0171,0.0638,0.913,0.1239,NA,R only
Medtr2g098160,11.2101,0.0103,6.6442,0.0508,0.4627,0.9895,R only
Medtr2g098420,12.51,0.0056,4.6883,0.1151,2.0022,0.8654,R only
Medtr2g098430,11.7819,0.0079,0.2514,0.8091,0.6706,0.9757,R only
Medtr2g098830,10.4868,0.0144,6.617,0.0514,0.4068,0.9907,R only
Medtr2g099790,127.0815,0,0.0702,0.9076,3.2988,0.7398,R only
Medtr2g100270,7.9494,0.0447,0.0436,0.9282,0.0005,0.9996,R only
Medtr2g100420,13.6646,0.0033,0.0027,0.9838,5.1041,0.5803,R only
Medtr2g100470,8.3717,0.0375,0.2084,0.8291,4.685,0.605,R only
Medtr2g100550,9.1233,0.0268,0.8213,NA,1.7702,NA,R only
Medtr2g101410,173.3831,0,0.0025,0.9844,2.6247,0.8071,R only
Medtr2g101675,10.6475,0.0134,0.8368,NA,0.9401,NA,R only
Medtr2g102570,92.35,0,2.971,0.239,2.4025,0.8252,R only
Medtr2g102730,30.0876,0,0.3746,0.7573,2.8565,NA,R only
Medtr2g103303,343.9024,0,0.0438,0.928,0.7521,0.9732,R only
Medtr2g103307,239.9087,0,0.0018,0.9868,0.0855,0.998,R only
