,gene_short_name,UniProt_AC,UniProt_ID,EntrezGene,symbol,X,Chromosome,Start,End,Score,Strand,Phase,Note,Cluster.x,gene_id,tss_id,locus,gene_short_names,Cluster.y,A17_FPKM,dmi2_FPKM,dmi3_FPKM,ipd3_FPKM,lyk3_FPKM,nfp_FPKM,pt4_FPKM,A17_1,A17_2,A17_3,A17_4,A17_5,dmi2_1,dmi2_2,dmi2_3,dmi2_4,dmi2_5,dmi3_1,dmi3_2,dmi3_3,dmi3_4,dmi3_5,ipd3_1,ipd3_2,ipd3_3,ipd3_4,ipd3_5,lyk3_1,lyk3_2,lyk3_3,lyk3_4,lyk3_5,nfp_1,nfp_2,nfp_3,nfp_4,nfp_5,pt4_1,pt4_2,pt4_3,pt4_4,pt4_5
MSTRG.30727,Medtr0045s0110,A0A072TU53,A0A072TU53_MEDTR,25479953,MTR_0045s0110,48536,scaffold0045,54432,57939,.,-,.,DUF642 family protein,cluster6,MSTRG.30727,TSS59330,scaffold0045:54431-57939,Medtr0045s0110,cluster6,264.279,239.414,92.4311,161.801,109.601,185.844,136.828,0.39549497,0.814961269,1.2962725,0.977690628,2.160033495,0.424547793,2.138006085,0.600321806,1.607051441,-1.07473501,-0.609602455,-1.221722445,-1.427730281,-1.291319577,-1.159012873,0.205691609,-0.201899896,0.252353903,0.214228022,0.094164673,0.099175052,-0.927840461,-0.94712114,-0.756666522,-1.513138957,-0.662521253,0.448406357,1.529123113,0.886152329,-1.072344154,-0.116262679,-0.345476763,-0.178218744,-0.347693329,-0.290368506
MSTRG.30743,Medtr0050s0010,A0A072THZ7,A0A072THZ7_MEDTR,25479989,MTR_0050s0010,48572,scaffold0050,564,4093,.,-,.,DUF936 family protein,cluster6,MSTRG.30743,"TSS59377,TSS59378",scaffold0050:512-4233,Medtr0050s0010,cluster6,9.28528,3.92046,3.08269,4.10822,2.91278,3.21553,3.16565,1.643366893,1.808039046,2.109028234,0.874395319,2.699794992,0.138664261,-1.225584312,-0.3412898,1.352839577,-0.375185063,-0.202374199,-0.093296939,-0.394187214,-1.042396221,-0.396685994,-1.000517341,0.150578814,0.678833396,0.516193443,0.103704743,-0.591697343,0.687824211,-1.629847089,-1.36532802,-0.351459633,-0.006790268,-0.131797524,-1.287113642,0.096718466,-0.536601973,-0.550402745,-0.733965077,-0.651620629,-0.017184163,0.065343796
MSTRG.30745,Medtr0050s0180,A0A072TU10,A0A072TU10_MEDTR,25479998,MTR_0050s0180,48580,scaffold0050,68704,71014,.,+,.,CDGSH iron-sulfur domain protein,cluster6,MSTRG.30745,TSS59375,scaffold0050:68703-71014,Medtr0050s0180,cluster6,49.2252,11.4109,14.0173,25.0837,24.2578,8.98844,12.7674,1.596984262,1.537502049,1.915114694,1.984598736,1.731042378,-0.974648731,-0.695055303,-0.638084991,-0.306682937,-0.962009987,-0.019397824,-0.060626039,-0.639551792,-0.20796687,-1.116035752,0.017679963,0.602675221,0.77012372,1.11777893,0.33869993,-0.515935473,0.557693611,0.760781099,1.202818761,0.325215321,-1.171947915,-1.367519185,-1.074568474,-0.948390417,-0.8784515,-1.428624787,-0.465343663,-0.12477343,-0.729125466,-0.133968138
MSTRG.30746,Medtr0050s0240,I3SJT1,I3SJT1_MEDTR,25479999,MTR_0050s0240,48581,scaffold0050,82469,84990,.,+,.,embryo-specific protein,cluster6,MSTRG.30746,TSS59376,scaffold0050:82468-84990,Medtr0050s0240,cluster6,156.159,119.299,86.9962,266.259,127.936,98.1901,97.261,-0.446812734,0.741068521,0.738944372,0.030090666,1.317439685,0.611020581,-0.953512772,-1.270079572,0.890823129,-0.327866841,-0.053608269,-1.317584285,-1.150828802,-0.47522027,-1.114947651,0.869096459,2.866707949,1.950325167,1.9805633,0.347411905,-0.201817825,-0.302604342,1.104887921,-0.107793342,-0.329432252,-0.687291434,-0.673086663,-0.55411056,0.220830778,-0.975265961,-0.346636353,-0.95674962,-0.504700314,-0.907314899,-0.011945672
MSTRG.30766,Medtr0059s0170,A0A072TTU5,A0A072TTU5_MEDTR,25480075,MTR_0059s0170,48654,scaffold0059,61740,63732,.,-,.,cytochrome P450 family 71 protein,cluster7,MSTRG.30766,TSS59551,scaffold0059:61739-63732,Medtr0059s0170,cluster7,1.09112,1.35343,0.0374272,0.102217,2.75311,0.344973,0.292607,-0.180875622,0.076116895,-0.284578498,2.157404272,-0.760737368,0.528311705,-0.836417336,1.464435133,-0.423452874,1.730966147,-0.721523844,-0.836417336,-0.702760655,-0.836417336,-0.748013316,-0.569254754,-0.699727451,-0.836417336,-0.573387707,-0.612729191,1.826348427,0.777648161,2.470410954,1.69860087,0.746335074,-0.836417336,-0.296588463,0.634991943,-0.836417336,-0.529370926,-0.473497521,-0.754200398,-0.01985571,0.093906068,-0.836417336
MSTRG.30767,Medtr0062s0020,A0A072THB3,A0A072THB3_MEDTR,25480086,MTR_0062s0020,48665,scaffold0062,5038,6252,.,+,.,glycoside hydrolase family 18 protein,cluster3,MSTRG.30767,TSS59562,scaffold0062:5037-6252,Medtr0062s0020,cluster3,12.4482,13.9981,13.515,6.57185,41.6023,20.7118,14.2982,-0.686646224,-1.599880501,-1.558086487,1.572260408,-1.407301772,-0.050978489,-0.671174954,0.06423064,-0.751943567,1.089748329,-0.367535597,-0.726727472,0.799809576,-0.105714953,0.26066011,-0.927318565,-0.364532103,-0.692397066,-0.484418273,-1.543237689,0.680568938,1.929300072,1.801101007,1.831095872,-0.038618664,0.758513572,-0.547495034,1.468776066,0.006455084,0.35353876,0.22187152,0.117371415,0.876923166,-0.029920761,-1.278296364
MSTRG.30780,Medtr0069s0020,A0A072TH87,A0A072TH87_MEDTR,25480125,MTR_0069s0020,48703,scaffold0069,7168,8923,.,+,.,transmembrane protein putative,cluster7,MSTRG.30780,"TSS59603,TSS59604",scaffold0069:6757-9162,Medtr0069s0020,cluster7,10.5201,15.0926,10.6358,9.85023,34.6878,10.3674,10.1582,0.152328503,0.286734696,-0.433587948,-0.053148804,-0.445317707,0.839122733,1.897490576,0.250050306,-0.808544653,-0.880273415,0.588209781,0.016255057,-0.580319598,-0.332144575,-0.188467989,-0.231418673,0.098642608,0.016442428,-0.215920196,-0.709840574,-0.211228945,-0.551211864,-0.162200265,4.650599447,-1.013428846,-0.699015017,-0.651866626,0.941800224,0.146143481,-0.916499006,-0.461787538,-0.233561681,0.354876266,-0.034514273,-0.424397911
MSTRG.30811,Medtr0082s0030,A0A072TH07,A0A072TH07_MEDTR,"25480170, 26974350","MTR_0082s0030, rps4",48748,scaffold0082,12724,13839,.,-,.,ribosomal protein S4,cluster4,MSTRG.30811,TSS59670,scaffold0082:12723-13839,Medtr0082s0030,cluster4,0.320192,2.84332,0.168739,0.1698,0.241213,1.09246,0.34198,-0.163162175,-0.112239503,-0.029803066,-0.160720468,0.073036275,-0.064139395,4.666841598,-0.205359271,-0.502209439,-0.057980409,-0.299024608,-0.118918827,-0.535910881,-0.304863559,-0.361016221,-0.448458982,-0.427574653,-0.247866363,-0.09267728,-0.394824517,-0.18444559,-0.127503684,-0.168408788,-0.38315366,-0.144688205,-0.527018476,-0.400958427,2.957292232,-0.371788881,-0.435796755,0.144075636,-0.630354776,0.50230457,-0.441062173,-0.001621278
MSTRG.30819,Medtr0082s0050,A0A072TI23,A0A072TI23_MEDTR,25480172,MTR_0082s0050,48750,scaffold0082,17434,19364,.,-,.,hypothetical protein,cluster4,MSTRG.30819,"TSS59672,TSS59673,TSS59674,TSS59675,TSS59676,TSS59677",scaffold0082:17005-27593,"Medtr0082s0050,Medtr0082s0060,Medtr0082s0070,Medtr0082s0080,Medtr0082s0090",cluster4,1.67313,5.02115,1.4769,0.812898,2.25712,2.23577,2.20116,-0.191549404,0.202644517,-0.30300966,-0.810330297,0.054191649,1.267497499,4.085121606,0.195380932,-0.166891892,0.419404612,-0.109006307,0.640004766,-0.566450299,-1.083485735,-1.217169288,-1.238047594,-1.571060101,-0.535447027,-1.128335131,-1.218703213,0.291526956,0.13646432,0.527035986,0.197143596,0.267746623,0.307480852,-0.107394376,1.458506675,-0.817080979,-0.101795728,0.085349459,0.037281122,0.790122963,-0.156947483,0.35980038
MSTRG.30813,Medtr0082s0160,A0A072TI35,A0A072TI35_MEDTR,25480183,MTR_0082s0160,48760,scaffold0082,36799,37863,.,-,.,cytochrome C oxidase subunit 3,cluster4,MSTRG.30813,TSS59680,scaffold0082:36798-37863,Medtr0082s0160,cluster4,2.09867,8.19569,2.03398,2.35766,3.31139,2.20431,1.56709,-0.661889255,0.063792493,-0.287250432,0.047955524,-0.250056289,2.955563289,3.370186305,0.284623197,-0.31665256,0.002924207,-0.121440005,-0.163400853,-0.454417487,0.104019221,-0.657930576,0.628935579,-0.806277092,-0.072333062,0.440553191,-0.917515967,0.827485379,-0.094860674,0.448196923,0.178492668,0.684844973,-0.294075301,-1.260608713,1.404663235,-1.581103652,-0.501162786,-0.087764589,-0.606671051,-0.476498613,-1.292111811,-0.538215415
MSTRG.30815,Medtr0082s0180,A0A072TJ16,A0A072TJ16_MEDTR,25480185,MTR_0082s0180,48762,scaffold0082,38211,39409,.,-,.,hypothetical protein,cluster4,MSTRG.30815,TSS59682,scaffold0082:38210-39409,Medtr0082s0180,cluster4,1.15885,4.23187,0.910927,0.86903,1.48103,1.30324,0.846494,0.197160517,-0.6409757,0.292955364,-0.458103939,0.286240923,2.143160833,3.945273008,-0.258744548,-0.868202136,0.685344083,-0.045220827,0.201870725,-0.724712317,-0.448575222,-0.570536682,-0.28593811,-1.390259237,0.455333015,-0.468766953,-0.387631543,0.713640722,-0.165673566,0.042254643,-0.106575578,0.688115357,0.063994665,-0.623034284,1.663117751,-1.205823385,-0.634593958,-0.689717455,-0.844138156,0.45572089,-0.301248397,-0.715710503
MSTRG.30823,Medtr0082s0260,A0A072TTM0,A0A072TTM0_MEDTR,25480193,MTR_0082s0260,48769,scaffold0082,52085,55515,.,-,.,cytochrome C biogenesis protein CcmFC protein,cluster2,MSTRG.30823,"TSS59688,TSS59689",scaffold0082:52084-57023,Medtr0082s0260,cluster2,1.29065,2.2472,0.794225,0.342829,1.72875,2.06308,1.4528,0.107659506,0.148587324,0.170734753,-0.257648528,0.087745348,0.501156757,3.046937441,-0.201630453,-0.176698527,0.033469849,0.029416579,0.451539211,-0.836451064,-1.797442171,-1.508533708,-0.974863488,-1.550127812,-1.556277747,-1.235531318,-1.534163526,0.592202848,0.401737244,0.801578713,0.43085257,0.347137462,0.409243639,0.698716611,2.21420035,-0.508865245,0.547825406,0.325595613,0.222928333,0.663197606,-0.119984712,0.025755136
MSTRG.30824,Medtr0082s0270,A0A072TI43,A0A072TI43_MEDTR,25480194,MTR_0082s0270,48770,scaffold0082,55941,56875,.,+,.,hypothetical protein,cluster4,MSTRG.30824,"TSS59667,TSS59668",scaffold0082:52084-57023,Medtr0082s0270,cluster4,0.887958,2.71047,0.831449,0.5581,1.30215,1.21696,1.14163,-0.767169984,0.052004922,-0.118932231,-0.558755612,-0.191789134,1.976878209,3.929939493,0.667532612,-0.261720639,0.157723541,-0.265021284,0.41779108,-0.334809425,-1.464357681,-0.621125803,-0.620329701,-1.495004178,-0.53804986,-0.958290082,-0.860163487,0.469612832,0.465684662,0.024753423,0.045289304,0.414342343,0.906724733,-0.580019295,1.147177411,-1.162285244,-0.050116142,0.207063967,0.42178266,0.571747462,-0.211010557,-0.817098314
MSTRG.30827,Medtr0083s0100,A0A072TTH5,A0A072TTH5_MEDTR,25480199,MTR_0083s0100,48775,scaffold0083,45281,49347,.,+,.,stress up-regulated Nod 19 protein,cluster5,MSTRG.30827,"TSS59695,TSS59696",scaffold0083:45069-49347,Medtr0083s0100,cluster5,6.3804,3.80736,0.75525,10.2313,14.1408,6.62113,2.63597,0.63035434,0.505869255,-0.645079803,0.981048173,-0.557992703,-0.931669155,-0.785317278,0.299845471,-0.206191781,0.130583037,-1.72104198,-1.93268098,-0.739228265,-1.808023979,-1.713029852,1.08960367,1.091615081,0.868756012,0.75354173,0.493275137,1.960465128,0.803193051,1.335904658,0.999682374,0.803447154,0.403550218,0.321331013,0.214383051,-0.256446037,0.937226271,-0.949207917,-0.150954346,0.006301306,-1.256599125,-0.976512927
MSTRG.30829,Medtr0084s0030,A0A072THY8,A0A072THY8_MEDTR,25480202,MTR_0084s0030,48778,scaffold0084,16850,17730,.,+,.,Kunitz type trypsin inhibitor,cluster5,MSTRG.30829,TSS59701,scaffold0084:16849-17730,Medtr0084s0030,cluster5,32.6765,3.01788,0.553736,53.643,157.991,57.9657,5.22247,0.435849228,0.733156206,0.103103131,0.766592827,-0.18639901,-1.271214113,-0.612577895,-0.708526543,-0.788889611,-0.961885672,-1.304608606,-1.563868651,-1.399939966,-1.438929558,-1.369196632,1.002659699,0.938509748,0.266530022,0.353713312,0.900558016,1.527321229,0.919752107,1.952328931,0.689688399,1.164611475,0.516006377,1.255345581,0.487923143,0.283595796,0.976553537,-1.263737935,-0.046411674,-0.368766284,-0.954627532,-1.034219081
MSTRG.30837,Medtr0088s0100,A0A072TGY3,A0A072TGY3_MEDTR,25480222,MTR_0088s0100,48797,scaffold0088,46289,49776,.,+,.,arginase family protein,cluster3,MSTRG.30837,TSS59720,scaffold0088:46288-49776,Medtr0088s0100,cluster3,1.96281,9.01921,26.6155,3.33603,8.40775,5.25608,21.6325,-0.626891784,-1.207376457,-1.019040578,-1.08803969,-1.502347598,0.178729364,-1.521233398,-0.169637394,-0.127928871,1.304693566,1.84807301,1.53628338,0.998624427,0.987219949,1.333261619,-0.87881532,-1.061336109,-0.349263019,-0.46109783,-0.578214595,0.060249873,0.750363002,0.329798489,-0.197648759,-0.18482628,-0.932902208,-1.10306952,-0.113948208,0.557295429,-0.418460948,2.1927021,1.372127454,0.760510277,0.239365997,-0.907219371
MSTRG.30840,Medtr0090s0020,A0A072TGW7,A0A072TGW7_MEDTR,25480228,MTR_0090s0020,48803,scaffold0090,7455,10869,.,-,.,S-locus lectin kinase family protein,cluster3,MSTRG.30840,TSS59732,scaffold0090:7454-10869,Medtr0090s0020,cluster3,0.734616,1.72686,2.6746,1.02244,1.45232,2.41876,1.91934,-1.040790995,-1.384051108,-1.757894254,-0.363871748,-1.798349307,-0.18486045,-0.649804754,-0.2949781,-0.480844218,1.797366643,0.649799378,0.794131143,2.152465451,0.872321052,0.810590028,-0.622464604,-0.643170017,-0.929823346,-1.21733822,-0.380227024,0.320090476,-0.426696012,0.602806578,-1.010878523,-0.495234895,1.335361006,1.232270308,-0.338428023,-0.167510118,1.791448267,0.543572595,0.976248421,0.484923636,0.106019093,-0.282198359
MSTRG.30845,Medtr0094s0010,A0A072THA1,A0A072THA1_MEDTR,25480244,MTR_0094s0010,48819,scaffold0094,6578,7847,.,+,.,formin-like 2 domain protein,cluster3,MSTRG.30845,"TSS59749,TSS59750",scaffold0094:6577-7847,Medtr0094s0010,cluster3,0.422933,5.56525,2.05517,0.373928,0.203843,0.39983,0.943536,-0.462406375,-0.555211281,-0.108782607,0.02205889,-0.449369383,0.599069529,-0.436653584,-0.327285317,0.340561744,4.430402623,0.675118257,-0.186104215,2.483050377,0.176932884,-0.202154065,0.060439481,-0.871968262,-0.525727644,-0.267805392,-0.299644233,-0.318220957,-0.871968262,-0.479952248,-0.386448761,-0.871968262,0.033277146,0.254418106,-0.871968262,-0.482095615,-0.871968262,0.475918178,0.801847275,0.020342856,-0.034890657,-0.490843703
MSTRG.30854,Medtr0094s0110,A0A072THT1,A0A072THT1_MEDTR,25480248,MTR_0094s0110,48823,scaffold0094,41756,42174,.,-,.,ribosomal protein S10,cluster2,MSTRG.30854,"TSS59760,TSS59761,TSS59762",scaffold0094:41729-43832,"Medtr0094s0110,Medtr0094s0120",cluster2,1.27914,3.37928,1.28339,0.677581,2.33526,2.89169,1.87387,-0.275209383,-0.328343234,-0.189444972,-1.111946971,-0.17865782,0.174134289,3.365531689,0.638981417,-0.415201786,-0.166099403,-0.280628793,0.322076629,-0.427810004,-1.064329585,-0.716502219,-0.408125719,-1.584963768,-1.964031804,-0.794766564,-1.236380512,0.283730058,0.321341244,1.104637473,0.309330015,0.521013733,0.67967166,0.630121666,2.438620297,-0.134226422,-0.116270324,-0.487941184,0.635483084,0.701764522,0.05840667,-0.30396398
MSTRG.30864,Medtr0100s0150,A0A072TH68,A0A072TH68_MEDTR,25480281,MTR_0100s0150,48856,scaffold0100,33656,34541,.,+,.,Kunitz type trypsin inhibitor,cluster5,MSTRG.30864,TSS59798,scaffold0100:33655-34541,Medtr0100s0150,cluster5,2.64827,0.470047,0.308896,20.4373,102.396,51.1745,0.204179,-0.84593122,-0.05603742,-0.819624358,0.078423369,-0.397021792,-1.019395943,-0.538421252,-0.874501345,-0.810148124,-0.883985986,-0.816668873,-0.867793053,-0.867907729,-0.893253405,-0.893515529,1.198932296,-0.131655585,0.089374178,0.003531703,1.04873088,1.838884639,0.652288055,2.01409931,1.093712651,1.501225225,1.11606283,1.515374328,0.862646137,0.89437758,1.396995104,-0.939181467,-0.986476114,-0.975263905,-0.850179556,-0.837695629
MSTRG.30882,Medtr0113s0040,A0A072THK2,A0A072THK2_MEDTR,25480331,MTR_0113s0040,48906,scaffold0113,7345,10916,.,-,.,F-box protein,cluster3,MSTRG.30882,TSS59855,scaffold0113:7344-10916,Medtr0113s0040,cluster3,7.53754,22.531,16.8339,5.60111,9.32372,18.6388,16.7566,-1.265992611,-0.385751097,-1.199845696,-0.547418094,-0.499140186,0.008025928,2.575742884,1.055467995,0.147362052,0.317579574,0.43302303,0.852896994,0.840904651,0.272240909,0.531977514,-0.56694525,-1.464420467,-1.749886418,-1.732443643,-0.863557112,0.800026936,-1.36330783,-0.269213348,-1.190721691,-0.88254171,0.424261757,0.514134239,1.676155487,-0.070268483,0.85241632,-0.272741614,0.694487548,0.887709404,0.729201554,0.710580474
MSTRG.30886,Medtr0116s0090,A0A072THJ7,A0A072THJ7_MEDTR,25480348,MTR_0116s0090,48923,scaffold0116,18306,19198,.,+,.,viral movement protein,cluster5,MSTRG.30886,"TSS59871,TSS59872",scaffold0116:17579-19455,Medtr0116s0090,cluster5,2.74706,2.13108,1.60097,9.54096,4.80264,5.36005,2.12971,-0.510834251,-0.483205959,-0.976942566,0.820763999,-0.373688461,-0.724222846,0.487261334,-1.101011057,-0.369127945,-1.377377859,-0.319035813,-1.542464942,-0.519942338,-0.317906211,-1.844477091,1.754245274,0.70113936,2.560855443,1.398596094,0.298743943,0.950307139,-0.685632008,0.491977704,0.561204362,0.930179224,0.736656347,0.732157806,0.781856734,-0.482967117,1.260697895,-1.097250284,-0.390424604,0.250609154,-0.416244375,-1.184496084
MSTRG.30888,Medtr0118s0070,A0A072TH20,A0A072TH20_MEDTR,25480356,MTR_0118s0070,48931,scaffold0118,38900,41967,.,-,.,expansin-like protein B1,cluster7,MSTRG.30888,TSS59882,scaffold0118:38899-41967,Medtr0118s0070,cluster7,100.244,63.3884,21.5546,51.1257,134.354,100.676,42.2424,-0.239205776,0.359915094,0.139062214,1.271952627,1.299623404,-0.086374356,0.607225817,-0.058000516,0.879058886,-2.07307551,-1.034089067,-2.582789648,-0.781559167,-1.691967973,-0.393610131,0.851712535,-1.489943417,-0.296092243,-0.155587508,-0.411038607,1.104851179,0.539395921,1.988131949,0.943746831,-0.418315541,0.411053881,0.900969,1.044333897,0.896336829,0.160168969,-0.091167473,-0.82051629,0.01219811,-0.290861399,-0.495542522
MSTRG.30897,Medtr0119s0010,A0A072TSY7,A0A072TSY7_MEDTR,"25480358, 25480359","MTR_0119s0010, MTR_0119s0020",48933,scaffold0119,12965,13848,.,-,.,vacuolar iron transporter-like protein,cluster4,MSTRG.30897,"TSS59885,TSS59886",scaffold0119:12917-19584,"Medtr0119s0010,Medtr0119s0020",cluster4,8.96125,16.3309,15.4754,17.8708,16.7592,30.8869,18.4432,-2.21309805,-0.724792718,-1.514394203,-0.897262898,-1.331826041,0.226301394,1.185442617,-0.384123643,-0.356431253,-1.319592493,1.064320772,-0.705995283,-0.185231611,-0.761922094,-0.444688826,0.568996874,-0.627395343,0.831686365,-0.61512634,0.521706682,-0.372406968,-0.899181285,-0.319957884,-0.184759958,1.416773653,1.650745482,1.370889183,2.222588292,0.732485108,0.95110727,1.183569448,0.10186504,-0.178240254,-0.319661256,0.327610219
MSTRG.30901,Medtr0121s0060,A0A072TGG6,A0A072TGG6_MEDTR,25480363,MTR_0121s0060,48938,scaffold0121,27484,28502,.,-,.,stress responsive A/B barrel domain protein,cluster6,MSTRG.30901,TSS59894,scaffold0121:27483-28502,Medtr0121s0060,cluster6,1.03316,0.948846,0.451234,2.38772,1.29926,0.548273,0.75148,0.158902758,0.548569725,-1.344697196,0.046844227,0.837585819,0.265045839,-0.680876582,0.464009717,0.387063213,-0.522161237,-1.114504394,-1.839293793,-0.605374076,-1.15256662,0.265019565,1.068213689,2.18186066,1.935617619,0.873724015,1.555702623,1.129614739,0.57976289,1.132456582,-0.345256765,-0.502765784,-0.672188599,-1.031114797,-0.578239434,0.003932169,-0.939558284,1.113132932,-0.493757034,-0.754326134,-0.362150217,-1.608227835
MSTRG.30902,Medtr0122s0040,A0A072THH2,A0A072THH2_MEDTR,25480368,MTR_0122s0040,48943,scaffold0122,15179,15776,.,+,.,hypothetical protein,cluster3,MSTRG.30902,TSS59898,scaffold0122:16705-17123,Medtr0122s0040,cluster3,0.390455,0.358992,2.52501,0.22729,0.208015,0.151632,0,0.551683019,-0.555037007,1.198340721,-0.555037007,-0.555037007,-0.555037007,0.631379525,0.212517618,0.474252466,-0.555037007,1.828032645,4.549254149,-0.555037007,0.519278865,-0.555037007,-0.555037007,0.53430049,-0.555037007,-0.555037007,0.268906278,-0.555037007,0.116437899,-0.021166528,0.142723131,-0.555037007,-0.555037007,-0.555037007,0.64983687,-0.555037007,-0.555037007,-0.555037007,-0.555037007,-0.555037007,-0.555037007,-0.555037007
MSTRG.30907,Medtr0129s0050,A0A072TGC3,A0A072TGC3_MEDTR,25480399,MTR_0129s0050,48973,scaffold0129,9393,10933,.,+,.,F-box protein interaction domain protein,cluster5,MSTRG.30907,TSS59929,scaffold0129:9392-10933,Medtr0129s0050,cluster5,5.4612,5.63617,4.52232,5.47739,5.54798,6.17825,1.16689,0.549655169,0.468201686,0.349962234,0.140469845,0.489617683,0.104705356,1.37167629,0.169271438,0.252451123,0.15955121,0.570380396,-0.887176704,-0.1675213,-0.051924448,0.447924442,1.023857125,-0.264630926,0.301902637,0.32439507,0.481530621,0.434975748,0.574645844,0.745182041,0.018493536,0.339615938,0.319571533,0.271085911,1.65800119,-0.018533789,0.626753404,-1.9377152,-2.144567964,-1.840434691,-2.312414587,-2.568957859
MSTRG.30925,Medtr0144s0010,A0A072TGS9,A0A072TGS9_MEDTR,25480451,MTR_0144s0010,49025,scaffold0144,2939,4892,.,+,.,NBS-LRR resistance protein,cluster4,MSTRG.30925,"TSS59986,TSS59987",scaffold0144:2465-5038,Medtr0144s0010,cluster4,4.58739,10.492,10.1081,7.80695,8.6932,13.567,9.80916,-0.858697804,-1.353313625,-1.557685758,-1.861845507,-2.397576529,0.105824396,-0.560199788,0.594841933,0.185693492,1.58623806,0.353770116,-0.034870321,0.665190987,0.521293569,0.339388736,0.871428685,-0.671411746,-1.375887751,-1.225313666,0.324284016,0.693287173,0.01658955,-0.10843048,-1.155584961,0.214889164,1.532006612,1.603641938,0.025688635,0.20673756,1.849235744,0.389001256,0.651117925,0.137901252,0.117140475,0.175626667
MSTRG.30926,Medtr0147s0030,A0A072TGS5,A0A072TGS5_MEDTR,25480460,MTR_0147s0030,49034,scaffold0147,8011,11113,.,+,.,cytochrome P450 family protein,cluster5,MSTRG.30926,TSS59997,scaffold0147:8010-11113,Medtr0147s0030,cluster5,4.02139,4.02866,3.16821,3.85621,9.48697,5.10117,3.59047,0.025503559,-0.536809479,-1.387662802,1.291003556,-0.883988939,0.238879197,-1.573851982,0.023493615,-0.915901181,0.921580896,-1.254375215,-1.482442026,0.66611919,-0.533214415,-0.758792535,0.279150255,-0.04251459,-0.191149928,-0.300160452,-0.798313101,1.189024066,1.497697959,2.127955918,1.897392884,1.269596414,-0.167736374,0.017178122,0.779188919,-0.55005748,1.225080723,-0.629988994,-0.061385116,0.378479793,-0.082881742,-1.676098717
MSTRG.30928,Medtr0147s0050,A0A072TG65,A0A072TG65_MEDTR,25480462,MTR_0147s0050,49036,scaffold0147,13063,13680,.,-,.,ATP-dependent RNA helicase DDX11-like protein putative,cluster5,MSTRG.30928,TSS60001,scaffold0147:13062-13680,Medtr0147s0050,cluster5,2.52055,3.83729,0,5.78254,8.25344,4.07304,0.0781899,-0.022827594,-0.013972616,-0.177521864,0.749786376,-0.745429938,-0.054144271,0.480666016,0.446707928,0.838143916,0.275989315,-1.431397317,-1.431397317,-1.431397317,-1.431397317,-1.431397317,1.221243794,0.771262891,0.615784743,0.833302438,0.609897195,1.384654797,0.952563044,0.940523884,1.472191093,1.149099953,0.392492822,0.255912779,0.08896164,0.332530971,1.094589833,-1.431397317,-1.191026701,-1.431397317,-1.25020391,-1.431397317
